Long,Lat                  Streetscore    Network      Match
-74.006165,40.728352            Safe       Safe       True
-74.006912,40.728352            Safe       Safe       True
-74.007294,40.728352            Safe       Safe       True
-74.008049,40.728352            Safe       Safe       True
-74.00843,40.728355             Safe       Safe       True
-74.009193,40.728355            Safe       Safe       True
-74.009583,40.728359            Safe       Safe       True
-74.010368,40.728367            Safe       Safe       True
-74.010773,40.728374            Safe       Safe       True
-73.975174,40.728664            Safe       Safe       True
-73.975937,40.728668            Safe       Safe       True
-73.976318,40.728672            Safe       Safe       True
-73.977074,40.728676            Safe       Safe       True
-73.977448,40.728676            Safe       Safe       True
-73.979706,40.728676            Safe       Safe       True
-73.980453,40.728676            Safe       Safe       True
-73.980827,40.728676            Safe       Safe       True
-73.981583,40.728676            Safe       Safe       True
-73.981956,40.728676            Safe       Safe       True
-73.982704,40.728676            Safe       Safe       True
-73.983078,40.728676            Safe       Safe       True
-73.983833,40.728676            Safe       Safe       True
-73.984207,40.728676            Safe       Safe       True
-73.984955,40.728676            Safe       Safe       True
-73.985336,40.728676            Safe       Safe       True
-73.986084,40.728676            Safe       Safe       True
-73.986458,40.728676            Safe       Safe       True
-73.987206,40.728676            Safe       Safe       True
-73.987587,40.728676            Safe       Safe       True
-73.988335,40.728676            Safe       Safe       True
-73.988708,40.728676            Safe       Safe       True
-73.989464,40.728676            Safe       Safe       True
-73.989838,40.728676            Safe       Safe       True
-73.990585,40.728676            Safe       Safe       True
-73.990959,40.728676            Safe       Safe       True
-73.992088,40.728676            Safe       Safe       True
-73.992836,40.728676            Safe       Safe       True
-73.993965,40.728676            Safe       Safe       True
-73.994339,40.728676            Safe       Safe       True
-73.995087,40.728676            Safe       Safe       True
-73.995468,40.728676            Safe       Safe       True
-73.996216,40.728676            Safe       Safe       True
-73.99659,40.728676             Safe       Safe       True
-73.997345,40.728676            Safe       Safe       True
-73.997719,40.728676            Safe       Safe       True
-73.998466,40.728676            Safe       Safe       True
-73.99884,40.728676             Safe       Safe       True
-73.999596,40.728676            Safe     Unsafe      False
-73.999969,40.728676            Safe       Safe       True
-74.000717,40.728676            Safe       Safe       True
-74.001099,40.728676            Safe       Safe       True
-74.001846,40.728676            Safe       Safe       True
-74.00222,40.728676             Safe       Safe       True
-74.002968,40.728676            Safe       Safe       True
-74.003349,40.728676            Safe       Safe       True
-74.004097,40.728676            Safe       Safe       True
-74.004471,40.728676            Safe       Safe       True
-74.005226,40.728676            Safe       Safe       True
-74.0056,40.728676              Safe       Safe       True
-74.006348,40.728676            Safe       Safe       True
-74.006729,40.728676            Safe       Safe       True
-74.007477,40.728676            Safe       Safe       True
-74.007858,40.72868             Safe       Safe       True
-74.008621,40.72868             Safe       Safe       True
-74.009003,40.728683            Safe       Safe       True
-74.011414,40.728683            Safe       Safe       True
-74.009781,40.728687            Safe       Safe       True
-74.01017,40.728687             Safe     Unsafe      False
-74.010979,40.728691            Safe       Safe       True
-73.972328,40.728825            Safe     Unsafe      False
-73.973442,40.728973            Safe     Unsafe      False
-73.974602,40.728985            Safe       Safe       True
-73.975365,40.728992            Safe       Safe       True
-73.975746,40.728992            Safe       Safe       True
-73.976509,40.728996            Safe       Safe       True
-73.976883,40.729               Safe       Safe       True
-73.979889,40.729               Safe       Safe       True
-73.98027,40.729                Safe       Safe       True
-73.981018,40.729               Safe       Safe       True
-73.981392,40.729               Safe       Safe       True
-73.982521,40.729               Safe       Safe       True
-73.983269,40.729               Safe       Safe       True
-73.983643,40.729               Safe       Safe       True
-73.984398,40.729               Safe       Safe       True
-73.984772,40.729               Safe       Safe       True
-73.985519,40.729               Safe       Safe       True
-73.985893,40.729               Safe       Safe       True
-73.986649,40.729               Safe       Safe       True
-73.987022,40.729               Safe       Safe       True
-73.98777,40.729                Safe       Safe       True
-73.988144,40.729               Safe       Safe       True
-73.988899,40.729               Safe       Safe       True
-73.989273,40.729               Safe       Safe       True
-73.990021,40.729               Safe       Safe       True
-73.990402,40.729               Safe       Safe       True
-73.99115,40.729                Safe       Safe       True
-73.991524,40.729               Safe       Safe       True
-73.992279,40.729               Safe       Safe       True
-73.992653,40.729               Safe       Safe       True
-73.993401,40.729               Safe       Safe       True
-73.993774,40.729               Safe       Safe       True
-73.99453,40.729                Safe       Safe       True
-73.994904,40.729               Safe       Safe       True
-73.995651,40.729               Safe       Safe       True
-73.996025,40.729               Safe       Safe       True
-73.99678,40.729                Safe       Safe       True
-73.997154,40.729               Safe       Safe       True
-73.997902,40.729               Safe       Safe       True
-73.998283,40.729               Safe       Safe       True
-73.999031,40.729               Safe       Safe       True
-73.999405,40.729               Safe       Safe       True
-74.000153,40.729               Safe     Unsafe      False
-74.000534,40.729               Safe       Safe       True
-74.001282,40.729               Safe       Safe       True
-74.001656,40.729               Safe       Safe       True
-74.002411,40.729               Safe       Safe       True
-74.002785,40.729               Safe       Safe       True
-74.003532,40.729               Safe       Safe       True
-74.003906,40.729               Safe       Safe       True
-74.004662,40.729               Safe       Safe       True
-74.005035,40.729               Safe       Safe       True
-74.005783,40.729               Safe       Safe       True
-74.006165,40.729               Safe       Safe       True
-74.006912,40.729004            Safe       Safe       True
-74.007294,40.729004            Safe       Safe       True
-74.008049,40.729004            Safe       Safe       True
-74.00843,40.729004             Safe       Safe       True
-74.009201,40.729008            Safe       Safe       True
-74.01078,40.729008             Safe       Safe       True
-74.00959,40.729012             Safe       Safe       True
-74.010376,40.729015            Safe       Safe       True
-73.972443,40.729206            Safe     Unsafe      False
-73.973633,40.729305            Safe     Unsafe      False
-73.974022,40.729305            Safe       Safe       True
-73.974792,40.729313            Safe       Safe       True
-73.975182,40.729317            Safe       Safe       True
-73.976318,40.729321            Safe       Safe       True
-73.979324,40.729324            Safe       Safe       True
-73.979706,40.729324            Safe       Safe       True
-73.980453,40.729324            Safe       Safe       True
-73.980827,40.729324            Safe       Safe       True
-73.981583,40.729324            Safe       Safe       True
-73.981956,40.729324            Safe       Safe       True
-73.982704,40.729324            Safe       Safe       True
-73.983078,40.729324            Safe       Safe       True
-73.983833,40.729324            Safe       Safe       True
-73.984207,40.729324            Safe       Safe       True
-73.984955,40.729324            Safe       Safe       True
-73.985336,40.729324            Safe       Safe       True
-73.986084,40.729324            Safe       Safe       True
-73.986458,40.729324            Safe       Safe       True
-73.987206,40.729324            Safe       Safe       True
-73.987587,40.729324            Safe       Safe       True
-73.988335,40.729324            Safe       Safe       True
-73.988708,40.729324            Safe       Safe       True
-73.989464,40.729324            Safe       Safe       True
-73.989838,40.729324            Safe       Safe       True
-73.990585,40.729324            Safe       Safe       True
-73.990959,40.729324            Safe       Safe       True
-73.991714,40.729324            Safe       Safe       True
-73.992088,40.729324            Safe       Safe       True
-73.992836,40.729324            Safe       Safe       True
-73.993217,40.729324            Safe       Safe       True
-73.993965,40.729324            Safe       Safe       True
-73.994339,40.729324            Safe       Safe       True
-73.995087,40.729324            Safe       Safe       True
-73.995468,40.729324            Safe       Safe       True
-73.996216,40.729324            Safe       Safe       True
-73.99659,40.729324             Safe       Safe       True
-73.997345,40.729324            Safe       Safe       True
-73.997719,40.729324            Safe       Safe       True
-73.998466,40.729324            Safe       Safe       True
-73.99884,40.729324             Safe       Safe       True
-73.999596,40.729324            Safe       Safe       True
-73.999969,40.729324            Safe       Safe       True
-74.000717,40.729324            Safe       Safe       True
-74.001099,40.729324            Safe       Safe       True
-74.001846,40.729324            Safe       Safe       True
-74.00222,40.729324             Safe       Safe       True
-74.002968,40.729324            Safe       Safe       True
-74.003349,40.729324            Safe       Safe       True
-74.004097,40.729324            Safe       Safe       True
-74.004471,40.729324            Safe       Safe       True
-74.005226,40.729324            Safe       Safe       True
-74.0056,40.729324              Safe       Safe       True
-74.006348,40.729324            Safe       Safe       True
-74.006729,40.729324            Safe       Safe       True
-74.007484,40.729328            Safe       Safe       True
-74.007858,40.729328            Safe       Safe       True
-74.008621,40.729332            Safe       Safe       True
-74.00901,40.729332             Safe       Safe       True
-74.010979,40.729336            Safe       Safe       True
-74.009789,40.72934             Safe       Safe       True
-74.010185,40.72934             Safe       Safe       True
-74.011368,40.72934             Safe     Unsafe      False
-73.972168,40.729435            Safe     Unsafe      False
-73.973434,40.729626            Safe     Unsafe      False
-73.97422,40.729637             Safe       Safe       True
-73.974609,40.729637            Safe       Safe       True
-73.975372,40.729645            Safe       Safe       True
-73.979141,40.729652            Safe       Safe       True
-73.979889,40.729652            Safe       Safe       True
-73.98027,40.729652             Safe       Safe       True
-73.981018,40.729652            Safe       Safe       True
-73.981392,40.729652            Safe       Safe       True
-73.98214,40.729652             Safe       Safe       True
-73.982521,40.729652            Safe       Safe       True
-73.983269,40.729652            Safe       Safe       True
-73.983643,40.729652            Safe       Safe       True
-73.984398,40.729652            Safe       Safe       True
-73.984772,40.729652            Safe       Safe       True
-73.985519,40.729652            Safe       Safe       True
-73.985893,40.729652            Safe       Safe       True
-73.986649,40.729652            Safe       Safe       True
-73.987022,40.729652            Safe       Safe       True
-73.98777,40.729652             Safe       Safe       True
-73.988144,40.729652            Safe       Safe       True
-73.988899,40.729652            Safe       Safe       True
-73.989273,40.729652            Safe       Safe       True
-73.990021,40.729652            Safe       Safe       True
-73.990402,40.729652            Safe       Safe       True
-73.99115,40.729652             Safe       Safe       True
-73.991524,40.729652            Safe       Safe       True
-73.992279,40.729652            Safe       Safe       True
-73.992653,40.729652            Safe       Safe       True
-73.993401,40.729652            Safe       Safe       True
-73.993774,40.729652            Safe       Safe       True
-73.99453,40.729652             Safe       Safe       True
-73.994904,40.729652            Safe       Safe       True
-73.995651,40.729652            Safe       Safe       True
-73.996025,40.729652            Safe       Safe       True
-73.99678,40.729652             Safe       Safe       True
-73.997154,40.729652            Safe       Safe       True
-73.997902,40.729652            Safe       Safe       True
-73.998283,40.729652            Safe       Safe       True
-73.999031,40.729652            Safe       Safe       True
-73.999405,40.729652            Safe       Safe       True
-74.000153,40.729652            Safe       Safe       True
-74.000534,40.729652            Safe       Safe       True
-74.001282,40.729652            Safe       Safe       True
-74.001656,40.729652            Safe       Safe       True
-74.002411,40.729652            Safe       Safe       True
-74.002785,40.729652            Safe       Safe       True
-74.003532,40.729652            Safe       Safe       True
-74.003906,40.729652            Safe       Safe       True
-74.004662,40.729652            Safe       Safe       True
-74.005035,40.729652            Safe       Safe       True
-74.005783,40.729652            Safe       Safe       True
-74.006165,40.729652            Safe       Safe       True
-74.006912,40.729652            Safe       Safe       True
-74.007294,40.729652            Safe       Safe       True
-74.008049,40.729652            Safe       Safe       True
-74.00843,40.729656             Safe       Safe       True
-74.009201,40.72966             Safe       Safe       True
-74.009598,40.729664            Safe       Safe       True
-74.010384,40.729668            Safe       Safe       True
-74.01078,40.729668             Safe       Safe       True
-73.972206,40.729774            Safe     Unsafe      False
-73.972847,40.729939            Safe     Unsafe      False
-73.97403,40.729958             Safe       Safe       True
-73.9748,40.729965              Safe       Safe       True
-73.975182,40.729969            Safe       Safe       True
-73.975945,40.729973            Safe       Safe       True
-73.976318,40.729973            Safe       Safe       True
-73.979324,40.729977            Safe       Safe       True
-73.979706,40.729977            Safe       Safe       True
-73.980453,40.729977            Safe       Safe       True
-73.980827,40.729977            Safe       Safe       True
-73.981583,40.729977            Safe       Safe       True
-73.981956,40.729977            Safe       Safe       True
-73.982704,40.729977            Safe       Safe       True
-73.983078,40.729977            Safe       Safe       True
-73.983833,40.729977            Safe       Safe       True
-73.984207,40.729977            Safe       Safe       True
-73.984955,40.729977            Safe       Safe       True
-73.985336,40.729977            Safe       Safe       True
-73.986084,40.729977            Safe       Safe       True
-73.986458,40.729977            Safe       Safe       True
-73.987206,40.729977            Safe       Safe       True
-73.987587,40.729977            Safe       Safe       True
-73.988335,40.729977            Safe       Safe       True
-73.988708,40.729977            Safe       Safe       True
-73.989464,40.729977            Safe       Safe       True
-73.989838,40.729977            Safe       Safe       True
-73.990585,40.729977            Safe       Safe       True
-73.990959,40.729977            Safe       Safe       True
-73.991714,40.729977            Safe       Safe       True
-73.992088,40.729977            Safe       Safe       True
-73.992836,40.729977            Safe       Safe       True
-73.993217,40.729977            Safe       Safe       True
-73.993965,40.729977            Safe       Safe       True
-73.994339,40.729977            Safe       Safe       True
-73.995087,40.729977            Safe       Safe       True
-73.995468,40.729977            Safe       Safe       True
-73.996216,40.729977            Safe       Safe       True
-73.99659,40.729977             Safe       Safe       True
-73.997345,40.729977            Safe       Safe       True
-73.997719,40.729977            Safe       Safe       True
-73.998466,40.729977            Safe       Safe       True
-73.99884,40.729977             Safe       Safe       True
-73.999596,40.729977            Safe       Safe       True
-73.999969,40.729977            Safe       Safe       True
-74.000717,40.729977            Safe       Safe       True
-74.001099,40.729977            Safe       Safe       True
-74.001846,40.729977            Safe       Safe       True
-74.00222,40.729977             Safe       Safe       True
-74.002968,40.729977            Safe       Safe       True
-74.003349,40.729977            Safe       Safe       True
-74.004097,40.729977            Safe       Safe       True
-74.004471,40.729977            Safe       Safe       True
-74.005226,40.729977            Safe       Safe       True
-74.0056,40.729977              Safe       Safe       True
-74.006348,40.729977            Safe       Safe       True
-74.006729,40.729977            Safe       Safe       True
-74.007484,40.729977            Safe       Safe       True
-74.007858,40.72998             Safe       Safe       True
-74.008629,40.72998             Safe       Safe       True
-74.00901,40.729984             Safe       Safe       True
-73.97184,40.729988             Safe     Unsafe      False
-74.009796,40.729988            Safe       Safe       True
-73.972488,40.729992            Safe     Unsafe      False
-74.010185,40.729996            Safe       Safe       True
-74.010979,40.730003            Safe       Safe       True
-73.97345,40.730274             Safe     Unsafe      False
-73.973076,40.730282            Safe     Unsafe      False
-73.97422,40.730286             Safe       Safe       True
-73.974609,40.730289            Safe       Safe       True
-73.975372,40.730293            Safe       Safe       True
-73.975754,40.730297            Safe       Safe       True
-73.978767,40.730301            Safe       Safe       True
-73.979141,40.730301            Safe       Safe       True
-73.979889,40.730301            Safe       Safe       True
-73.98027,40.730301             Safe       Safe       True
-73.981018,40.730301            Safe       Safe       True
-73.981392,40.730301            Safe       Safe       True
-73.98214,40.730301             Safe       Safe       True
-73.982521,40.730301            Safe       Safe       True
-73.983269,40.730301            Safe       Safe       True
-73.983643,40.730301            Safe       Safe       True
-73.984398,40.730301            Safe       Safe       True
-73.984772,40.730301            Safe       Safe       True
-73.985519,40.730301            Safe       Safe       True
-73.985893,40.730301            Safe       Safe       True
-73.986649,40.730301            Safe       Safe       True
-73.987022,40.730301            Safe       Safe       True
-73.98777,40.730301             Safe       Safe       True
-73.988144,40.730301            Safe       Safe       True
-73.988899,40.730301            Safe       Safe       True
-73.989273,40.730301            Safe       Safe       True
-73.990021,40.730301            Safe       Safe       True
-73.990402,40.730301            Safe       Safe       True
-73.99115,40.730301             Safe       Safe       True
-73.991524,40.730301            Safe       Safe       True
-73.992279,40.730301            Safe       Safe       True
-73.992653,40.730301            Safe       Safe       True
-73.993401,40.730301            Safe       Safe       True
-73.993774,40.730301            Safe       Safe       True
-73.99453,40.730301             Safe       Safe       True
-73.994904,40.730301            Safe       Safe       True
-73.995651,40.730301            Safe       Safe       True
-73.996025,40.730301            Safe       Safe       True
-73.997154,40.730301            Safe       Safe       True
-73.997902,40.730301            Safe       Safe       True
-73.998283,40.730301            Safe       Safe       True
-73.999031,40.730301            Safe       Safe       True
-73.999405,40.730301            Safe       Safe       True
-74.000153,40.730301            Safe       Safe       True
-74.000534,40.730301            Safe       Safe       True
-74.001282,40.730301            Safe       Safe       True
-74.001656,40.730301            Safe       Safe       True
-74.002411,40.730301            Safe       Safe       True
-74.002785,40.730301            Safe       Safe       True
-74.003532,40.730301            Safe       Safe       True
-74.003906,40.730301            Safe       Safe       True
-74.004662,40.730301            Safe       Safe       True
-74.005035,40.730301            Safe       Safe       True
-74.005783,40.730301            Safe       Safe       True
-74.006165,40.730301            Safe       Safe       True
-74.006912,40.730301            Safe       Safe       True
-74.007294,40.730305            Safe       Safe       True
-74.008057,40.730305            Safe       Safe       True
-74.008438,40.730305            Safe       Safe       True
-74.009209,40.730309            Safe       Safe       True
-74.009598,40.730312            Safe       Safe       True
-74.010391,40.730324            Safe     Unsafe      False
-73.971901,40.730328            Safe     Unsafe      False
-74.010796,40.730331            Safe     Unsafe      False
-73.972313,40.730347            Safe     Unsafe      False
-73.973656,40.73061             Safe       Safe       True
-73.974037,40.73061             Safe       Safe       True
-73.972885,40.730614            Safe     Unsafe      False
-73.974808,40.730618            Safe       Safe       True
-73.975945,40.730621            Safe       Safe       True
-73.979324,40.730625            Safe       Safe       True
-73.979706,40.730625            Safe       Safe       True
-73.980453,40.730625            Safe       Safe       True
-73.980827,40.730625            Safe       Safe       True
-73.981583,40.730625            Safe       Safe       True
-73.981956,40.730625            Safe       Safe       True
-73.982704,40.730625            Safe       Safe       True
-73.983078,40.730625            Safe       Safe       True
-73.983833,40.730625            Safe       Safe       True
-73.984207,40.730625            Safe       Safe       True
-73.984955,40.730625            Safe       Safe       True
-73.985336,40.730625            Safe       Safe       True
-73.986084,40.730625            Safe       Safe       True
-73.986458,40.730625            Safe       Safe       True
-73.987206,40.730625            Safe       Safe       True
-73.987587,40.730625            Safe       Safe       True
-73.988335,40.730625            Safe       Safe       True
-73.988708,40.730625            Safe       Safe       True
-73.989464,40.730625            Safe       Safe       True
-73.989838,40.730625            Safe       Safe       True
-73.990585,40.730625            Safe       Safe       True
-73.990959,40.730625            Safe       Safe       True
-73.991714,40.730625            Safe       Safe       True
-73.992088,40.730625            Safe       Safe       True
-73.992836,40.730625            Safe       Safe       True
-73.993217,40.730625            Safe       Safe       True
-73.993965,40.730625            Safe       Safe       True
-73.994339,40.730625            Safe       Safe       True
-73.995087,40.730625            Safe       Safe       True
-73.995468,40.730625            Safe       Safe       True
-73.996216,40.730625            Safe       Safe       True
-73.997719,40.730625            Safe       Safe       True
-73.998466,40.730625            Safe       Safe       True
-73.99884,40.730625             Safe       Safe       True
-73.999596,40.730625            Safe       Safe       True
-73.999969,40.730625            Safe       Safe       True
-74.000717,40.730625            Safe       Safe       True
-74.001099,40.730625            Safe       Safe       True
-74.001846,40.730625            Safe       Safe       True
-74.00222,40.730625             Safe       Safe       True
-74.002968,40.730625            Safe       Safe       True
-74.003349,40.730625            Safe       Safe       True
-74.004097,40.730625            Safe       Safe       True
-74.004471,40.730625            Safe       Safe       True
-74.005226,40.730625            Safe       Safe       True
-74.0056,40.730625              Safe       Safe       True
-74.006348,40.730625            Safe       Safe       True
-74.006729,40.730625            Safe       Safe       True
-74.007484,40.730629            Safe       Safe       True
-73.972481,40.730629            Safe     Unsafe      False
-74.007866,40.730629            Safe       Safe       True
-74.008629,40.730633            Safe       Safe       True
-74.009018,40.730633            Safe       Safe       True
-74.009804,40.73064             Safe     Unsafe      False
-74.010201,40.730644            Safe       Safe       True
-74.011024,40.730648            Safe     Unsafe      False
-73.973068,40.730938            Safe     Unsafe      False
-73.973465,40.730938            Safe       Safe       True
-73.974236,40.730942            Safe       Safe       True
-73.974617,40.730942            Safe       Safe       True
-73.97538,40.730946             Safe       Safe       True
-73.975754,40.730949            Safe       Safe       True
-73.979141,40.730949            Safe       Safe       True
-73.979889,40.730949            Safe       Safe       True
-73.98027,40.730949             Safe       Safe       True
-73.981018,40.730949            Safe       Safe       True
-73.981392,40.730949            Safe       Safe       True
-73.98214,40.730949             Safe       Safe       True
-73.982521,40.730949            Safe       Safe       True
-73.983269,40.730949            Safe       Safe       True
-73.983643,40.730949            Safe       Safe       True
-73.984398,40.730949            Safe       Safe       True
-73.984772,40.730949            Safe       Safe       True
-73.985519,40.730949            Safe       Safe       True
-73.985893,40.730949            Safe       Safe       True
-73.986649,40.730949            Safe       Safe       True
-73.987022,40.730949            Safe       Safe       True
-73.98777,40.730949             Safe       Safe       True
-73.988144,40.730949            Safe       Safe       True
-73.988899,40.730949            Safe       Safe       True
-73.989273,40.730949            Safe       Safe       True
-73.990021,40.730949            Safe       Safe       True
-73.990402,40.730949            Safe       Safe       True
-73.99115,40.730949             Safe       Safe       True
-73.991524,40.730949            Safe       Safe       True
-73.992279,40.730949            Safe       Safe       True
-73.992653,40.730949            Safe       Safe       True
-73.993401,40.730949            Safe       Safe       True
-73.993774,40.730949            Safe       Safe       True
-73.99453,40.730949             Safe       Safe       True
-73.994904,40.730949            Safe       Safe       True
-73.995651,40.730949            Safe       Safe       True
-73.996025,40.730949            Safe       Safe       True
-73.99678,40.730949             Safe       Safe       True
-73.997154,40.730949            Safe       Safe       True
-73.999031,40.730949            Safe       Safe       True
-73.999405,40.730949            Safe       Safe       True
-74.000153,40.730949            Safe       Safe       True
-74.000534,40.730949            Safe       Safe       True
-74.001282,40.730949            Safe       Safe       True
-74.001656,40.730949            Safe       Safe       True
-74.002411,40.730949            Safe       Safe       True
-74.002785,40.730949            Safe       Safe       True
-74.003532,40.730949            Safe       Safe       True
-74.003906,40.730949            Safe       Safe       True
-74.004662,40.730949            Safe       Safe       True
-74.005035,40.730949            Safe       Safe       True
-74.005791,40.730949            Safe       Safe       True
-74.006165,40.730949            Safe       Safe       True
-74.00692,40.730953             Safe       Safe       True
-74.007294,40.730953            Safe       Safe       True
-74.008057,40.730953            Safe       Safe       True
-74.008438,40.730957            Safe       Safe       True
-74.010834,40.730957            Safe       Safe       True
-74.009216,40.730961            Safe       Safe       True
-74.009605,40.730965            Safe       Safe       True
-74.010406,40.730965            Safe       Safe       True
-73.97287,40.731258             Safe     Unsafe      False
-73.973656,40.731262            Safe     Unsafe      False
-73.974045,40.731266            Safe     Unsafe      False
-73.974808,40.73127             Safe     Unsafe      False
-73.975189,40.73127             Safe       Safe       True
-73.975945,40.731274            Safe     Unsafe      False
-73.979324,40.731277            Safe       Safe       True
-73.979706,40.731277            Safe       Safe       True
-73.981583,40.731277            Safe       Safe       True
-73.981956,40.731277            Safe       Safe       True
-73.982704,40.731277            Safe       Safe       True
-73.983078,40.731277            Safe       Safe       True
-73.983833,40.731277            Safe       Safe       True
-73.984207,40.731277            Safe       Safe       True
-73.984955,40.731277            Safe       Safe       True
-73.985336,40.731277            Safe       Safe       True
-73.986084,40.731277            Safe       Safe       True
-73.986458,40.731277            Safe       Safe       True
-73.987206,40.731277            Safe       Safe       True
-73.987587,40.731277            Safe       Safe       True
-73.988335,40.731277            Safe       Safe       True
-73.988708,40.731277            Safe       Safe       True
-73.989464,40.731277            Safe       Safe       True
-73.989838,40.731277            Safe       Safe       True
-73.990585,40.731277            Safe       Safe       True
-73.990959,40.731277            Safe       Safe       True
-73.991714,40.731277            Safe       Safe       True
-73.992088,40.731277            Safe       Safe       True
-73.992836,40.731277            Safe       Safe       True
-73.993217,40.731277            Safe       Safe       True
-73.993965,40.731277            Safe       Safe       True
-73.994339,40.731277            Safe       Safe       True
-73.995087,40.731277            Safe       Safe       True
-73.995468,40.731277            Safe       Safe       True
-73.996216,40.731277            Safe       Safe       True
-73.99659,40.731277             Safe       Safe       True
-73.997345,40.731277            Safe       Safe       True
-73.997719,40.731277            Safe       Safe       True
-73.99884,40.731277             Safe       Safe       True
-73.999596,40.731277            Safe       Safe       True
-73.999969,40.731277            Safe       Safe       True
-74.000717,40.731277            Safe       Safe       True
-74.001099,40.731277            Safe       Safe       True
-74.001846,40.731277            Safe       Safe       True
-74.00222,40.731277             Safe       Safe       True
-74.002968,40.731277            Safe       Safe       True
-74.003349,40.731277            Safe       Safe       True
-74.004097,40.731277            Safe       Safe       True
-74.004471,40.731277            Safe       Safe       True
-74.005226,40.731277            Safe       Safe       True
-74.0056,40.731277              Safe       Safe       True
-74.006348,40.731277            Safe       Safe       True
-74.006729,40.731277            Safe       Safe       True
-74.011024,40.731277            Safe       Safe       True
-74.007484,40.731277            Safe       Safe       True
-74.007866,40.731281            Safe       Safe       True
-74.010208,40.731281            Safe       Safe       True
-74.008636,40.731285            Safe       Safe       True
-74.009018,40.731285            Safe       Safe       True
-74.009811,40.731289            Safe       Safe       True
-73.973465,40.731586            Safe     Unsafe      False
-73.974236,40.731594            Safe       Safe       True
-73.974625,40.731594            Safe     Unsafe      False
-73.97538,40.731598             Safe       Safe       True
-73.975761,40.731598            Safe       Safe       True
-73.98214,40.731602             Safe       Safe       True
-73.982521,40.731602            Safe       Safe       True
-73.983269,40.731602            Safe       Safe       True
-73.983643,40.731602            Safe       Safe       True
-73.984398,40.731602            Safe       Safe       True
-73.984772,40.731602            Safe       Safe       True
-73.985519,40.731602            Safe       Safe       True
-73.985893,40.731602            Safe       Safe       True
-73.986649,40.731602            Safe       Safe       True
-73.987022,40.731602            Safe       Safe       True
-73.98777,40.731602             Safe       Safe       True
-73.988144,40.731602            Safe       Safe       True
-73.988899,40.731602            Safe       Safe       True
-73.989273,40.731602            Safe       Safe       True
-73.990021,40.731602            Safe       Safe       True
-73.990402,40.731602            Safe       Safe       True
-73.99115,40.731602             Safe       Safe       True
-73.991524,40.731602            Safe       Safe       True
-73.992279,40.731602            Safe       Safe       True
-73.992653,40.731602            Safe       Safe       True
-73.993401,40.731602            Safe       Safe       True
-73.993774,40.731602            Safe       Safe       True
-73.99453,40.731602             Safe       Safe       True
-73.994904,40.731602            Safe       Safe       True
-73.995651,40.731602            Safe       Safe       True
-73.996025,40.731602            Safe       Safe       True
-73.99678,40.731602             Safe       Safe       True
-73.997154,40.731602            Safe       Safe       True
-73.997902,40.731602            Safe       Safe       True
-73.998283,40.731602            Safe       Safe       True
-73.999031,40.731602            Safe       Safe       True
-73.999405,40.731602            Safe       Safe       True
-74.000153,40.731602            Safe       Safe       True
-74.000534,40.731602            Safe       Safe       True
-74.001282,40.731602            Safe       Safe       True
-74.001656,40.731602            Safe       Safe       True
-74.002411,40.731602            Safe       Safe       True
-74.002785,40.731602            Safe       Safe       True
-74.003532,40.731602            Safe       Safe       True
-74.003906,40.731602            Safe       Safe       True
-74.004662,40.731602            Safe       Safe       True
-74.005035,40.731602            Safe       Safe       True
-74.005791,40.731602            Safe       Safe       True
-74.006165,40.731602            Safe       Safe       True
-74.00692,40.731602             Safe       Safe       True
-74.007294,40.731602            Safe       Safe       True
-74.008057,40.731606            Safe       Safe       True
-74.008446,40.731609            Safe       Safe       True
-74.010406,40.731609            Safe       Safe       True
-74.010796,40.731609            Safe       Safe       True
-74.009224,40.731613            Safe       Safe       True
-74.009613,40.731613            Safe       Safe       True
-73.973663,40.731911            Safe     Unsafe      False
-73.974045,40.731915            Safe       Safe       True
-73.974815,40.731922            Safe     Unsafe      False
-73.980453,40.731926            Safe       Safe       True
-73.980827,40.731926            Safe       Safe       True
-73.981583,40.731926            Safe       Safe       True
-73.981956,40.731926            Safe       Safe       True
-73.982704,40.731926            Safe       Safe       True
-73.983078,40.731926            Safe       Safe       True
-73.983833,40.731926            Safe       Safe       True
-73.984207,40.731926            Safe       Safe       True
-73.984955,40.731926            Safe       Safe       True
-73.985336,40.731926            Safe       Safe       True
-73.986084,40.731926            Safe       Safe       True
-73.986458,40.731926            Safe       Safe       True
-73.987206,40.731926            Safe       Safe       True
-73.987587,40.731926            Safe       Safe       True
-73.988335,40.731926            Safe       Safe       True
-73.988708,40.731926            Safe       Safe       True
-73.989464,40.731926            Safe       Safe       True
-73.989838,40.731926            Safe       Safe       True
-73.990585,40.731926            Safe       Safe       True
-73.990959,40.731926            Safe       Safe       True
-73.991714,40.731926            Safe       Safe       True
-73.992088,40.731926            Safe       Safe       True
-73.992836,40.731926            Safe       Safe       True
-73.993217,40.731926            Safe       Safe       True
-73.993965,40.731926            Safe       Safe       True
-73.994339,40.731926            Safe       Safe       True
-73.995087,40.731926            Safe       Safe       True
-73.995468,40.731926            Safe       Safe       True
-73.996216,40.731926            Safe       Safe       True
-73.99659,40.731926             Safe       Safe       True
-73.997345,40.731926            Safe       Safe       True
-73.997719,40.731926            Safe       Safe       True
-73.998466,40.731926            Safe       Safe       True
-73.99884,40.731926             Safe       Safe       True
